Company	Ticker	Year	Quarter	Rater	Type (Human/LLM)	Sentiment Score (-1 to +1)	Decision (BUY/HOLD/SELL)	Time (seconds)	Document Date	Closing Date	Prior Close ($)	Opening Date	Next Day Open ($)	Token Cost ($)	Actual % Change	Actual Direction	Prediction Correct?	Position	Net PL	Notes / Risks Flagged
Robinhood Markets	HOOD	2025	Q3	Ben/DeepSeek	LLM	0.4375	BUY		2025-11-05	2025-11-05	142.48	2025-11-06	140.00	0.015666	-1.74%	FLAT	NO	1	-1.8406%	w=[0.55,0.45,0,0] thr=(+0.25,-0.05), deployed default (risk-accepted, PSR=0.0/perm p=0.150 at N=161, not rechecked at N=268)
Salesforce	CRM	2026	Q2	Ben/DeepSeek	LLM	0.3025	BUY		2025-09-03	2025-09-03	254.30	2025-09-04	238.05	0.011748	-6.39%	DOWN	NO	1	-6.4901%	w=[0.55,0.45,0,0] thr=(+0.25,-0.05), deployed default (risk-accepted, PSR=0.0/perm p=0.150 at N=161, not rechecked at N=268)
Salesforce	CRM	2026	Q3	Ben/DeepSeek	LLM	0.3475	BUY		2025-12-03	2025-12-03	237.13	2025-12-04	242.07	0.011457	2.08%	UP	YES	1	1.9832%	w=[0.55,0.45,0,0] thr=(+0.25,-0.05), deployed default (risk-accepted, PSR=0.0/perm p=0.150 at N=161, not rechecked at N=268)
Salesforce	CRM	2026	Q4	Ben/DeepSeek	LLM	0.1475	HOLD		2026-02-25	2026-02-25	190.78	2026-02-26	195.76	0.012282	2.61%	UP	NO	0	0.0000%	w=[0.55,0.45,0,0] thr=(+0.25,-0.05), deployed default (risk-accepted, PSR=0.0/perm p=0.150 at N=161, not rechecked at N=268)
Siemens	SIE.DE	2026	Q1	Ben/DeepSeek	LLM	0.4150	BUY		2026-02-12	2026-02-12	251.65	2026-02-13	252.00	0.006761	0.14%	FLAT	NO	1	0.0391%	w=[0.55,0.45,0,0] thr=(+0.25,-0.05), deployed default (risk-accepted, PSR=0.0/perm p=0.150 at N=161, not rechecked at N=268)
Siemens	SIE.DE	2026	Q2	Ben/DeepSeek	LLM	0.0300	HOLD		2026-05-13	2026-05-13	266.80	2026-05-14	270.00	0.007953	1.20%	FLAT	YES	0	0.0000%	w=[0.55,0.45,0,0] thr=(+0.25,-0.05), deployed default (risk-accepted, PSR=0.0/perm p=0.150 at N=161, not rechecked at N=268)
Siemens	SIE.DE	2025	Q4	Ben/DeepSeek	LLM	0.2725	BUY		2025-11-13	2025-11-13	222.27	2025-11-14	222.96	0.007282	0.31%	FLAT	NO	1	0.2104%	w=[0.55,0.45,0,0] thr=(+0.25,-0.05), deployed default (risk-accepted, PSR=0.0/perm p=0.150 at N=161, not rechecked at N=268)
Spotify	SPOT	2026	Q1	Ben/DeepSeek	LLM	0.0025	HOLD		2026-04-28	2026-04-28	434.20	2026-04-29	434.15	0.007554	-0.01%	FLAT	YES	0	0.0000%	w=[0.55,0.45,0,0] thr=(+0.25,-0.05), deployed default (risk-accepted, PSR=0.0/perm p=0.150 at N=161, not rechecked at N=268)
Spotify	SPOT	2025	Q2	Ben/DeepSeek	LLM	-0.0375	HOLD		2025-07-29	2025-07-29	620.01	2025-07-30	623.00	0.010166	0.48%	FLAT	YES	0	0.0000%	w=[0.55,0.45,0,0] thr=(+0.25,-0.05), deployed default (risk-accepted, PSR=0.0/perm p=0.150 at N=161, not rechecked at N=268)
Spotify	SPOT	2025	Q3	Ben/DeepSeek	LLM	0.3000	BUY		2025-11-04	2025-11-04	629.60	2025-11-05	626.00	0.010968	-0.57%	FLAT	NO	1	-0.6718%	w=[0.55,0.45,0,0] thr=(+0.25,-0.05), deployed default (risk-accepted, PSR=0.0/perm p=0.150 at N=161, not rechecked at N=268)
Spotify	SPOT	2025	Q4	Ben/DeepSeek	LLM	0.2775	BUY		2026-02-10	2026-02-10	476.02	2026-02-11	489.73	0.010110	2.88%	UP	YES	1	2.7801%	w=[0.55,0.45,0,0] thr=(+0.25,-0.05), deployed default (risk-accepted, PSR=0.0/perm p=0.150 at N=161, not rechecked at N=268)
Standard Chartered	STAN.L	2025	Q1	Ben/DeepSeek	LLM	-0.0525	SELL		2025-05-02	2025-05-02	1095.97	2025-05-06	1091.47	0.014816	-0.41%	FLAT	NO	-1	0.3106%	w=[0.55,0.45,0,0] thr=(+0.25,-0.05), deployed default (risk-accepted, PSR=0.0/perm p=0.150 at N=161, not rechecked at N=268)
Standard Chartered	STAN.L	2025	Q2	Ben/DeepSeek	LLM	0.2375	HOLD		2025-07-31	2025-07-31	1359.84	2025-08-01	1359.34	0.046005	-0.04%	FLAT	YES	0	0.0000%	w=[0.55,0.45,0,0] thr=(+0.25,-0.05), deployed default (risk-accepted, PSR=0.0/perm p=0.150 at N=161, not rechecked at N=268)
Standard Chartered	STAN.L	2025	Q3	Ben/DeepSeek	LLM	0.4375	BUY		2025-10-30	2025-10-30	1570.38	2025-10-31	1551.39	0.015278	-1.21%	FLAT	NO	1	-1.3093%	w=[0.55,0.45,0,0] thr=(+0.25,-0.05), deployed default (risk-accepted, PSR=0.0/perm p=0.150 at N=161, not rechecked at N=268)
Standard Chartered	STAN.L	2025	Q4	Ben/DeepSeek	LLM	0.1475	HOLD		2026-02-23	2026-02-23	1814.79	2026-02-24	1813.29	0.011402	-0.08%	FLAT	YES	0	0.0000%	w=[0.55,0.45,0,0] thr=(+0.25,-0.05), deployed default (risk-accepted, PSR=0.0/perm p=0.150 at N=161, not rechecked at N=268)
Starbucks	SBUX	2026	Q1	Ben/DeepSeek	LLM	0.2500	HOLD		2026-01-27	2026-01-27	94.55	2026-01-28	101.05	0.005230	6.87%	UP	NO	0	0.0000%	w=[0.55,0.45,0,0] thr=(+0.25,-0.05), deployed default (risk-accepted, PSR=0.0/perm p=0.150 at N=161, not rechecked at N=268)
Starbucks	SBUX	2025	Q3	Ben/DeepSeek	LLM	-0.0100	HOLD		2025-07-29	2025-07-29	90.57	2025-07-30	95.31	0.008919	5.23%	UP	NO	0	0.0000%	w=[0.55,0.45,0,0] thr=(+0.25,-0.05), deployed default (risk-accepted, PSR=0.0/perm p=0.150 at N=161, not rechecked at N=268)
Starbucks	SBUX	2025	Q4	Ben/DeepSeek	LLM	0.2725	BUY		2025-10-29	2025-10-29	82.55	2025-10-30	80.64	0.010425	-2.31%	DOWN	NO	1	-2.4137%	w=[0.55,0.45,0,0] thr=(+0.25,-0.05), deployed default (risk-accepted, PSR=0.0/perm p=0.150 at N=161, not rechecked at N=268)
UnitedHealth	UNH	2025	Q2	Ben/DeepSeek	LLM	-0.3675	SELL		2025-07-28	2025-07-28	274.76	2025-07-29	258.77	0.013237	-5.82%	DOWN	YES	-1	5.7196%	w=[0.55,0.45,0,0] thr=(+0.25,-0.05), deployed default (risk-accepted, PSR=0.0/perm p=0.150 at N=161, not rechecked at N=268)
UnitedHealth	UNH	2025	Q3	Ben/DeepSeek	LLM	0.2725	BUY		2025-10-27	2025-10-27	358.68	2025-10-28	373.09	0.010862	4.02%	UP	YES	1	3.9175%	w=[0.55,0.45,0,0] thr=(+0.25,-0.05), deployed default (risk-accepted, PSR=0.0/perm p=0.150 at N=161, not rechecked at N=268)
UnitedHealth	UNH	2025	Q4	Ben/DeepSeek	LLM	-0.0525	SELL		2026-01-26	2026-01-26	346.95	2026-01-27	290.05	0.011878	-16.40%	DOWN	YES	-1	16.3001%	w=[0.55,0.45,0,0] thr=(+0.25,-0.05), deployed default (risk-accepted, PSR=0.0/perm p=0.150 at N=161, not rechecked at N=268)
Visa	V	2025	Q1	Ben/DeepSeek	LLM	-0.0525	SELL		2025-04-28	2025-04-28	334.31	2025-04-29	335.29	0.009751	0.29%	FLAT	NO	-1	-0.3931%	w=[0.55,0.45,0,0] thr=(+0.25,-0.05), deployed default (risk-accepted, PSR=0.0/perm p=0.150 at N=161, not rechecked at N=268)
Visa	V	2026	Q1	Ben/DeepSeek	LLM	0.1675	HOLD		2026-04-28	2026-04-28	308.66	2026-04-29	335.70	0.010891	8.76%	UP	NO	0	0.0000%	w=[0.55,0.45,0,0] thr=(+0.25,-0.05), deployed default (risk-accepted, PSR=0.0/perm p=0.150 at N=161, not rechecked at N=268)
Visa	V	2025	Q2	Ben/DeepSeek	LLM	0.1825	HOLD		2025-07-29	2025-07-29	348.54	2025-07-30	348.94	0.004515	0.11%	FLAT	YES	0	0.0000%	w=[0.55,0.45,0,0] thr=(+0.25,-0.05), deployed default (risk-accepted, PSR=0.0/perm p=0.150 at N=161, not rechecked at N=268)
Visa	V	2025	Q3	Ben/DeepSeek	LLM	0.3000	BUY		2025-10-28	2025-10-28	344.79	2025-10-29	343.89	0.011387	-0.26%	FLAT	NO	1	-0.3610%	w=[0.55,0.45,0,0] thr=(+0.25,-0.05), deployed default (risk-accepted, PSR=0.0/perm p=0.150 at N=161, not rechecked at N=268) | report_date ambiguous (multiple candidate trading days), unreviewed - see phase2/report_dates.json
Workday	WDAY	2025	Q1	Ben/DeepSeek	LLM	-0.0250	HOLD		2025-05-22	2025-05-22	272.07	2025-05-23	241.60	0.005443	-11.20%	DOWN	NO	0	0.0000%	w=[0.55,0.45,0,0] thr=(+0.25,-0.05), deployed default (risk-accepted, PSR=0.0/perm p=0.150 at N=161, not rechecked at N=268)
Workday	WDAY	2025	Q2	Ben/DeepSeek	LLM	0.3025	BUY		2025-08-21	2025-08-21	227.58	2025-08-22	213.88	0.025679	-6.02%	DOWN	NO	1	-6.1199%	w=[0.55,0.45,0,0] thr=(+0.25,-0.05), deployed default (risk-accepted, PSR=0.0/perm p=0.150 at N=161, not rechecked at N=268)
Workday	WDAY	2025	Q3	Ben/DeepSeek	LLM	0.2100	HOLD		2025-11-25	2025-11-25	233.69	2025-11-26	215.34	0.004464	-7.85%	DOWN	NO	0	0.0000%	w=[0.55,0.45,0,0] thr=(+0.25,-0.05), deployed default (risk-accepted, PSR=0.0/perm p=0.150 at N=161, not rechecked at N=268)
Workday	WDAY	2025	Q4	Ben/DeepSeek	LLM	0.0375	HOLD		2026-02-24	2026-02-24	130.23	2026-02-25	119.56	0.026431	-8.19%	DOWN	NO	0	0.0000%	w=[0.55,0.45,0,0] thr=(+0.25,-0.05), deployed default (risk-accepted, PSR=0.0/perm p=0.150 at N=161, not rechecked at N=268)
